File, Line, Severity, Id, Summary
temp\cmu_project\source\server\src\faceNet.cpp,22,performance,useInitializationList,Variable 'm_serializeEngine' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\src\faceNet.cpp,23,performance,useInitializationList,Variable 'm_maxFacesPerScene' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\src\faceNet.cpp,129,style,catchExceptionByValue,Exception should be caught by reference.
temp\cmu_project\source\server\src\faceNet.cpp,249,style,variableScope,The scope of the variable 'currDistance' can be reduced.
temp\cmu_project\source\server\src\faceNet.cpp,9,performance,passedByValue,Function parameter 'uffFile' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.cpp,9,performance,passedByValue,Function parameter 'engineFile' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.cpp,217,performance,passedByValue,Function parameter 'outputBbox' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.cpp,218,performance,passedByValue,Function parameter 'className' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.cpp,235,performance,passedByValue,Function parameter 'outputBbox' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.cpp,334,performance,passedByValue,Function parameter 'outputBbox' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.cpp,344,performance,passedByValue,Function parameter 'outputBbox' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.cpp,344,performance,passedByValue,Function parameter 'newName' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.cpp,144,performance,postfixOperator,Prefer prefix ++/-- operators for non-primitive types.
temp\cmu_project\source\server\src\faceNet.cpp,377,style,unusedFunction,The function 'elementSize' is never used.
temp\cmu_project\source\server\src\rnet_rt.h,25,style,noExplicitConstructor,Class 'Rnet' has a constructor with 1 argument that is not explicit.
temp\cmu_project\source\server\src\rnet_rt.h,18,style,missingOverride,The function 'init' overrides a function in a base class but is not marked with a 'override' specifier.
temp\cmu_project\source\server\src\onet_rt.h,24,style,noExplicitConstructor,Class 'Onet' has a constructor with 1 argument that is not explicit.
temp\cmu_project\source\server\src\onet_rt.h,17,style,missingOverride,The function 'init' overrides a function in a base class but is not marked with a 'override' specifier.
temp\cmu_project\source\server\src\pnet_rt.h,22,style,missingOverride,The function 'init' overrides a function in a base class but is not marked with a 'override' specifier.
temp\cmu_project\source\server\src\main.cpp,462,style,redundantAssignment,Variable 'videoStreamer' is reassigned a value before the old one has been used.
temp\cmu_project\source\server\src\faceNet.h,36,performance,passedByValue,Function parameter 'uffFile' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.h,36,performance,passedByValue,Function parameter 'engineFile' should be passed by const reference.
temp\cmu_project\source\server\src\faceNet.h,44,performance,passedByValue,Function parameter 'className' should be passed by const reference.
temp\cmu_project\source\server\src\mtcnn.cpp,39,warning,noCopyConstructor,Class 'mtcnn' does not have a copy constructor which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\mtcnn.cpp,39,warning,noOperatorEq,Class 'mtcnn' does not have a operator= which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\mtcnn.cpp,145,style,unreadVariable,Variable 'second_time' is assigned a value that is never used.
temp\cmu_project\source\server\src\mtcnn.cpp,25,performance,postfixOperator,Prefer prefix ++/-- operators for non-primitive types.
temp\cmu_project\source\server\src\mtcnn.cpp,97,performance,postfixOperator,Prefer prefix ++/-- operators for non-primitive types.
temp\cmu_project\source\server\src\mtcnn.cpp,121,performance,postfixOperator,Prefer prefix ++/-- operators for non-primitive types.
temp\cmu_project\source\server\src\mtcnn.cpp,154,performance,postfixOperator,Prefer prefix ++/-- operators for non-primitive types.
temp\cmu_project\source\server\src\network.cpp,34,style,unreadVariable,Variable 'order' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,84,style,unreadVariable,Variable 'bbw' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,84,style,unreadVariable,Variable 'bbh' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,84,style,unreadVariable,Variable 'maxSide' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,85,style,unreadVariable,Variable 'h' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,85,style,unreadVariable,Variable 'w' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,86,style,unreadVariable,Variable 'x1' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,86,style,unreadVariable,Variable 'y1' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,86,style,unreadVariable,Variable 'x2' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,86,style,unreadVariable,Variable 'y2' is assigned a value that is never used.
temp\cmu_project\source\server\src\network.cpp,66,performance,postfixOperator,Prefer prefix ++/-- operators for non-primitive types.
temp\cmu_project\source\server\src\network.cpp,87,performance,postfixOperator,Prefer prefix ++/-- operators for non-primitive types.
temp\cmu_project\source\server\src\onet_rt.cpp,43,performance,useInitializationList,Variable 'INPUT_W' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\src\onet_rt.cpp,44,performance,useInitializationList,Variable 'INPUT_H' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\src\onet_rt.cpp,40,warning,noCopyConstructor,Class 'Onet' does not have a copy constructor which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\onet_rt.cpp,40,warning,noOperatorEq,Class 'Onet' does not have a operator= which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\onet_rt.cpp,93,style,constParameter,Parameter 'image' can be declared with const
temp\cmu_project\source\server\src\pnet_rt.cpp,73,performance,useInitializationList,Variable 'INPUT_W' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\src\pnet_rt.cpp,74,performance,useInitializationList,Variable 'INPUT_H' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\src\pnet_rt.cpp,71,warning,noCopyConstructor,Class 'Pnet' does not have a copy constructor which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\pnet_rt.cpp,71,warning,noOperatorEq,Class 'Pnet' does not have a operator= which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\pnet_rt.cpp,55,style,catchExceptionByValue,Exception should be caught by reference.
temp\cmu_project\source\server\src\pnet_rt.cpp,114,style,constParameter,Parameter 'image' can be declared with const
temp\cmu_project\source\server\src\rnet_rt.cpp,42,performance,useInitializationList,Variable 'INPUT_W' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\src\rnet_rt.cpp,43,performance,useInitializationList,Variable 'INPUT_H' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\src\rnet_rt.cpp,40,warning,noCopyConstructor,Class 'Rnet' does not have a copy constructor which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\rnet_rt.cpp,40,warning,noOperatorEq,Class 'Rnet' does not have a operator= which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\rnet_rt.cpp,80,style,constParameter,Parameter 'image' can be declared with const
temp\cmu_project\source\server\src\videoStreamer.cpp,35,warning,noCopyConstructor,Class 'VideoStreamer' does not have a copy constructor which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\videoStreamer.cpp,35,warning,noOperatorEq,Class 'VideoStreamer' does not have a operator= which is recommended since it has dynamic memory/resource allocation(s).
temp\cmu_project\source\server\src\videoStreamer.cpp,60,style,unusedFunction,The function 'assertResolution' is never used.
temp\cmu_project\source\server\src\videoStreamer.cpp,50,style,unusedFunction,The function 'setResoltionFile' is never used.
temp\cmu_project\source\server\src\videoStreamer.cpp,43,style,unusedFunction,The function 'setResolutionDevice' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,19,warning,uninitMemberVar,Member variable 'L2NormHelper::mPluginNamespace' is not initialized in the constructor.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,21,warning,uninitMemberVar,Member variable 'L2NormHelper::mPluginNamespace' is not initialized in the constructor.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,24,warning,uninitMemberVar,Member variable 'L2NormHelper::mPluginNamespace' is not initialized in the constructor.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,146,warning,uninitMemberVar,Member variable 'L2NormHelperPluginCreator::mEps' is not initialized in the constructor.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,27,performance,useInitializationList,Variable 'op_type' is assigned in constructor body. Consider performing initialization in initialization list.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,135,style,unusedFunction,The function 'clone' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,100,style,unusedFunction,The function 'configureWithFormat' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,180,style,unusedFunction,The function 'createPlugin' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,205,style,unusedFunction,The function 'deserializePlugin' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,175,style,unusedFunction,The function 'getFieldNames' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,36,style,unusedFunction,The function 'getNbOutputs' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,42,style,unusedFunction,The function 'getOutputDimensions' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,155,style,unusedFunction,The function 'getPluginName' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,170,style,unusedFunction,The function 'getPluginNamespace' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,119,style,unusedFunction,The function 'getPluginType' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,160,style,unusedFunction,The function 'getPluginVersion' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,57,style,unusedFunction,The function 'getWorkspaceSize' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,50,style,unusedFunction,The function 'initialize' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,82,style,unusedFunction,The function 'supportsFormat' is never used.
temp\cmu_project\source\server\trt_l2norm_helper\l2norm_helper.cpp,55,style,unusedFunction,The function 'terminate' is never used.
temp\cmu_project\source\common\Logger.cpp,124,style,unusedFunction,The function 'log_hexdump' is never used.
